2025-04-14 21:36:35,862 - ZucoExtractor - INFO - Found 32 .mat files
2025-04-14 21:36:35,895 - ZucoExtractor - INFO - Found 390 sentences in resultsYAG_TSR.mat
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 72
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 73
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 74
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 75
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 76
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 77
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 78
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 79
2025-04-14 21:36:37,451 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 80
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 81
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 82
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 83
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 84
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 85
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 86
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 87
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 88
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 89
2025-04-14 21:36:37,452 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 90
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 91
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 92
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 93
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 94
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 95
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 96
2025-04-14 21:36:37,453 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 97
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 98
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 99
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 100
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 101
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 102
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 103
2025-04-14 21:36:37,454 - ZucoExtractor - WARNING - Non-reference word data in sentence 20, word 104
2025-04-14 21:36:37,507 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 0
2025-04-14 21:36:37,507 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 1
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 2
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 3
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 4
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 5
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 6
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 7
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 8
2025-04-14 21:36:37,508 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 9
2025-04-14 21:36:37,509 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 10
2025-04-14 21:36:37,509 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 11
2025-04-14 21:36:37,509 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 12
2025-04-14 21:36:37,509 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 13
2025-04-14 21:36:37,509 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 14
2025-04-14 21:36:37,509 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 15
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 16
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 17
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 18
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 19
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 20
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 21
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 22
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 23
2025-04-14 21:36:37,510 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 24
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 25
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 26
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 27
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 28
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 29
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 30
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 31
2025-04-14 21:36:37,511 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 32
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 33
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 34
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 35
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 36
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 37
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 38
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 39
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 40
2025-04-14 21:36:37,512 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 41
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 42
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 43
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 44
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 45
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 46
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 47
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 48
2025-04-14 21:36:37,513 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 49
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 50
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 51
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 52
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 53
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 54
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 55
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 56
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 57
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 58
2025-04-14 21:36:37,514 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 59
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 60
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 61
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 62
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 63
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 64
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 65
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 66
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 67
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 68
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 69
2025-04-14 21:36:37,515 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 70
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 71
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 72
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 73
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 74
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 75
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 76
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 77
2025-04-14 21:36:37,516 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 78
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 79
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 80
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 81
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 82
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 83
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 84
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 85
2025-04-14 21:36:37,517 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 86
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 87
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 88
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 89
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 90
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 91
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 92
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 93
2025-04-14 21:36:37,518 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 94
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 95
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 96
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 97
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 98
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 99
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 100
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 101
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 102
2025-04-14 21:36:37,519 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 103
2025-04-14 21:36:37,520 - ZucoExtractor - WARNING - Non-reference word data in sentence 21, word 104
2025-04-14 21:36:37,580 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 0
2025-04-14 21:36:37,580 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 1
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 2
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 3
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 4
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 5
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 6
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 7
2025-04-14 21:36:37,581 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 8
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 9
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 10
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 11
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 12
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 13
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 14
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 15
2025-04-14 21:36:37,582 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 16
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 17
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 18
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 19
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 20
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 21
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 22
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 23
2025-04-14 21:36:37,583 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 24
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 25
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 26
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 27
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 28
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 29
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 30
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 31
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 32
2025-04-14 21:36:37,584 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 33
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 34
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 35
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 36
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 37
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 38
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 39
2025-04-14 21:36:37,585 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 40
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 41
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 42
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 43
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 44
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 45
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 46
2025-04-14 21:36:37,586 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 47
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 48
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 49
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 50
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 51
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 52
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 53
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 54
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 55
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 56
2025-04-14 21:36:37,587 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 57
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 58
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 59
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 60
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 61
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 62
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 63
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 64
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 65
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 66
2025-04-14 21:36:37,588 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 67
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 68
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 69
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 70
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 71
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 72
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 73
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 74
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 75
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 76
2025-04-14 21:36:37,589 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 77
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 78
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 79
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 80
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 81
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 82
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 83
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 84
2025-04-14 21:36:37,590 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 85
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 86
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 87
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 88
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 89
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 90
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 91
2025-04-14 21:36:37,591 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 92
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 93
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 94
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 95
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 96
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 97
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 98
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 99
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 100
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 101
2025-04-14 21:36:37,592 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 102
2025-04-14 21:36:37,593 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 103
2025-04-14 21:36:37,593 - ZucoExtractor - WARNING - Non-reference word data in sentence 22, word 104
2025-04-14 21:36:37,648 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 0
2025-04-14 21:36:37,648 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 1
2025-04-14 21:36:37,648 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 2
2025-04-14 21:36:37,648 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 3
2025-04-14 21:36:37,648 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 4
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 5
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 6
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 7
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 8
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 9
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 10
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 11
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 12
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 13
2025-04-14 21:36:37,649 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 14
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 15
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 16
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 17
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 18
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 19
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 20
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 21
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 22
2025-04-14 21:36:37,650 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 23
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 24
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 25
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 26
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 27
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 28
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 29
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 30
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 31
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 32
2025-04-14 21:36:37,651 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 33
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 34
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 35
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 36
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 37
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 38
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 39
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 40
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 41
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 42
2025-04-14 21:36:37,652 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 43
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 44
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 45
